Label,field1,GEOID,STATE,PLACENS,BLKGRP,BLOCK,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,GEOID10,field1:1,GEOID10:1,BLOCKCE10,INTPTLAT10,INTPTLON10
1,9347,4.82E+14,48,2410796,1,1011,32,31,1,1,0,0,0,1,0,0,0,50,49,1,1,0,0,0,1,0,0,0,4.82E+14,355664,4.82E+14,1011,29.742054,-95.2836758
1,9348,4.82E+14,48,2410796,1,1012,15,14,1,1,1,0,0,0,0,0,0,18,17,1,1,1,0,0,0,0,0,0,4.82E+14,252799,4.82E+14,1012,29.7435559,-95.2863268
1,9349,4.82E+14,48,2410796,1,1013,23,17,6,6,1,3,0,2,0,0,0,37,28,9,9,2,5,0,2,0,0,0,4.82E+14,72300,4.82E+14,1013,29.7457888,-95.2873684
1,9350,4.82E+14,48,2410796,1,1014,52,52,0,0,0,0,0,0,0,0,0,68,67,1,1,0,0,0,0,0,1,0,4.82E+14,802079,4.82E+14,1014,29.7446534,-95.2864569
1,9351,4.82E+14,48,2410796,1,1015,33,32,1,1,0,0,0,0,0,1,0,43,39,4,4,2,0,1,0,0,1,0,4.82E+14,488636,4.82E+14,1015,29.7472432,-95.2878079
1,9352,4.82E+14,48,2410796,1,1016,58,58,0,0,0,0,0,0,0,0,0,75,74,1,1,1,0,0,0,0,0,0,4.82E+14,261963,4.82E+14,1016,29.7355239,-95.2816926
1,9353,4.82E+14,48,2410796,1,1017,58,58,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,4.82E+14,254417,4.82E+14,1017,29.73508,-95.2818917
1,9354,4.82E+14,48,2410796,1,1018,19,19,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,4.82E+14,446087,4.82E+14,1018,29.7365132,-95.2830696
1,9355,4.82E+14,48,2410796,1,1019,6,6,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,4.82E+14,837826,4.82E+14,1019,29.7342661,-95.281732
1,9356,4.82E+14,48,2410796,1,1020,30,30,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,4.82E+14,688139,4.82E+14,1020,29.7411833,-95.2853613
1,9357,4.82E+14,48,2410796,1,1021,62,62,0,0,0,0,0,0,0,0,0,86,86,0,0,0,0,0,0,0,0,0,4.82E+14,516900,4.82E+14,1021,29.7426085,-95.2869751
1,9358,4.82E+14,48,2410796,1,1022,60,49,11,10,0,10,0,0,0,0,1,70,58,12,11,0,11,0,0,0,0,1,4.82E+14,788033,4.82E+14,1022,29.7420903,-95.2871615
1,9359,4.82E+14,48,2410796,1,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,867050,4.82E+14,1023,29.7414024,-95.2874366
1,9360,4.82E+14,48,2410796,1,1024,44,43,1,0,0,0,0,0,0,0,1,50,49,1,0,0,0,0,0,0,0,1,4.82E+14,474337,4.82E+14,1024,29.7406614,-95.2854974
1,9361,4.82E+14,48,2410796,1,1025,43,35,8,8,8,0,0,0,0,0,0,63,55,8,8,8,0,0,0,0,0,0,4.82E+14,730950,4.82E+14,1025,29.7401222,-95.2857177
1,9362,4.82E+14,48,2410796,1,1026,81,78,3,2,2,0,0,0,0,0,1,113,109,4,3,3,0,0,0,0,0,1,4.82E+14,436280,4.82E+14,1026,29.7407315,-95.2877024
1,9363,4.82E+14,48,2410796,1,1027,70,67,3,2,2,0,0,0,0,0,1,89,84,5,4,2,2,0,0,0,0,1,4.82E+14,270351,4.82E+14,1027,29.7400578,-95.2879652
1,9364,4.82E+14,48,2410796,1,1028,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,4.82E+14,545311,4.82E+14,1028,29.7393774,-95.2882369
1,9365,4.82E+14,48,2410796,1,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,133523,4.82E+14,1029,29.7285969,-95.2795606
1,9366,4.82E+14,48,2410796,1,1030,16,12,4,4,4,0,0,0,0,0,0,17,13,4,4,4,0,0,0,0,0,0,4.82E+14,503730,4.82E+14,1030,29.7284469,-95.2777489
1,9367,4.82E+14,48,2410796,1,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,328519,4.82E+14,1031,29.7301174,-95.2781072
1,9368,4.82E+14,48,2410796,1,1032,43,40,3,3,3,0,0,0,0,0,0,71,68,3,3,3,0,0,0,0,0,0,4.82E+14,599582,4.82E+14,1032,29.7283236,-95.2790647
1,9369,4.82E+14,48,2410796,1,1033,32,32,0,0,0,0,0,0,0,0,0,61,60,1,1,0,0,0,1,0,0,0,4.82E+14,52193,4.82E+14,1033,29.7300632,-95.2792024
1,9370,4.82E+14,48,2410796,1,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,186519,4.82E+14,1034,29.7295274,-95.2793138
1,9371,4.82E+14,48,2410796,1,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,759256,4.82E+14,1035,29.7313069,-95.2785852
1,9372,4.82E+14,48,2410796,1,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,502866,4.82E+14,1036,29.7310081,-95.2778766
1,9373,4.82E+14,48,2410796,1,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,612785,4.82E+14,1037,29.7387035,-95.2885089
1,9374,4.82E+14,48,2410796,1,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,208258,4.82E+14,1038,29.7394513,-95.2859904
1,9375,4.82E+14,48,2410796,1,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,866274,4.82E+14,1039,29.7380903,-95.2865157
1,9376,4.82E+14,48,2410796,2,2000,283,254,29,29,28,0,0,1,0,0,0,347,313,34,34,33,0,0,1,0,0,0,4.82E+14,235036,4.82E+14,2000,29.730945,-95.2898692
1,9377,4.82E+14,48,2410796,2,2001,20,20,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,4.82E+14,337050,4.82E+14,2001,29.7317862,-95.2917028
1,9378,4.82E+14,48,2410796,2,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,585316,4.82E+14,2002,29.731419,-95.2922723
1,9379,4.82E+14,48,2410796,2,2003,38,37,1,1,1,0,0,0,0,0,0,54,49,5,5,4,1,0,0,0,0,0,4.82E+14,283058,4.82E+14,2003,29.7239766,-95.2871764
1,9380,4.82E+14,48,2410796,2,2004,19,17,2,2,2,0,0,0,0,0,0,19,17,2,2,2,0,0,0,0,0,0,4.82E+14,598936,4.82E+14,2004,29.7276268,-95.2893479
1,9381,4.82E+14,48,2410796,2,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,384134,4.82E+14,2005,29.7269506,-95.2890278
1,9382,4.82E+14,48,2410796,2,2006,49,48,1,1,0,1,0,0,0,0,0,67,62,5,5,4,1,0,0,0,0,0,4.82E+14,460968,4.82E+14,2006,29.7262769,-95.2887108
1,9383,4.82E+14,48,2410796,2,2007,35,33,2,2,2,0,0,0,0,0,0,56,52,4,4,4,0,0,0,0,0,0,4.82E+14,315911,4.82E+14,2007,29.7295909,-95.2904275
1,9384,4.82E+14,48,2410796,2,2008,39,35,4,4,4,0,0,0,0,0,0,43,36,7,7,7,0,0,0,0,0,0,4.82E+14,882811,4.82E+14,2008,29.7282973,-95.2896672
1,9385,4.82E+14,48,2410796,2,2009,56,54,2,1,0,1,0,0,0,0,1,66,62,4,3,2,1,0,0,0,0,1,4.82E+14,646228,4.82E+14,2009,29.7249404,-95.2880667
1,9386,4.82E+14,48,2410796,2,2010,39,38,1,1,1,0,0,0,0,0,0,48,47,1,1,1,0,0,0,0,0,0,4.82E+14,241191,4.82E+14,2010,29.7302157,-95.2908337
1,9387,4.82E+14,48,2410796,2,2011,52,39,13,13,8,5,0,0,0,0,0,76,63,13,13,8,5,0,0,0,0,0,4.82E+14,196670,4.82E+14,2011,29.7289508,-95.2900219
1,9388,4.82E+14,48,2410796,2,2012,40,34,6,6,6,0,0,0,0,0,0,51,44,7,7,7,0,0,0,0,0,0,4.82E+14,315018,4.82E+14,2012,29.7256112,-95.2883885
1,9389,4.82E+14,48,2410796,2,2013,66,66,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,0,4.82E+14,612092,4.82E+14,2013,29.7242906,-95.2877471
1,9390,4.82E+14,48,2410796,2,2014,22,21,1,1,1,0,0,0,0,0,0,30,29,1,1,1,0,0,0,0,0,0,4.82E+14,252598,4.82E+14,2014,29.7309304,-95.2909504
1,9391,4.82E+14,48,2410796,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,326218,4.82E+14,2015,29.7315684,-95.2910151
1,9392,4.82E+14,48,2410796,2,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,34706,4.82E+14,2016,29.7232956,-95.2872784
1,9393,4.82E+14,48,2410796,2,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,31504,4.82E+14,2017,29.7251111,-95.2908426
1,9394,4.82E+14,48,2410796,3,3000,217,203,14,14,14,0,0,0,0,0,0,289,275,14,14,14,0,0,0,0,0,0,4.82E+14,377399,4.82E+14,3000,29.7283939,-95.2815762
1,9395,4.82E+14,48,2410796,3,3001,53,51,2,2,0,2,0,0,0,0,0,71,69,2,2,0,2,0,0,0,0,0,4.82E+14,543110,4.82E+14,3001,29.7294751,-95.2833608
1,9396,4.82E+14,48,2410796,3,3002,64,56,8,8,8,0,0,0,0,0,0,83,75,8,8,8,0,0,0,0,0,0,4.82E+14,911127,4.82E+14,3002,29.7300539,-95.2853313
1,9397,4.82E+14,48,2410796,3,3003,69,63,6,5,5,0,0,0,0,0,1,109,100,9,8,7,0,0,0,0,1,1,4.82E+14,247686,4.82E+14,3003,29.7306354,-95.2872894
1,9398,4.82E+14,48,2410796,3,3004,52,50,2,2,1,1,0,0,0,0,0,77,75,2,2,1,1,0,0,0,0,0,4.82E+14,258965,4.82E+14,3004,29.7264021,-95.285995
1,9399,4.82E+14,48,2410796,3,3005,43,41,2,2,2,0,0,0,0,0,0,59,57,2,2,2,0,0,0,0,0,0,4.82E+14,408717,4.82E+14,3005,29.7257304,-95.2845564
1,9400,4.82E+14,48,2410796,3,3006,85,85,0,0,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,4.82E+14,250287,4.82E+14,3006,29.72989,-95.2875677
1,9401,4.82E+14,48,2410796,3,3007,40,33,7,5,5,0,0,0,0,0,2,52,45,7,5,5,0,0,0,0,0,2,4.82E+14,302329,4.82E+14,3007,29.7250469,-95.2848102
1,9402,4.82E+14,48,2410796,3,3008,65,60,5,5,5,0,0,0,0,0,0,91,86,5,5,5,0,0,0,0,0,0,4.82E+14,415414,4.82E+14,3008,29.7264657,-95.2842658
1,9403,4.82E+14,48,2410796,3,3009,45,42,3,3,3,0,0,0,0,0,0,54,51,3,3,3,0,0,0,0,0,0,4.82E+14,753134,4.82E+14,3009,29.7273284,-95.2841941
1,9404,4.82E+14,48,2410796,3,3010,64,55,9,8,8,0,0,0,0,0,1,83,74,9,8,8,0,0,0,0,0,1,4.82E+14,182560,4.82E+14,3010,29.7271212,-95.2864669
1,9405,4.82E+14,48,2410796,3,3011,66,63,3,3,0,0,0,3,0,0,0,75,72,3,3,0,0,0,3,0,0,0,4.82E+14,867851,4.82E+14,3011,29.7243209,-95.2851003
1,9406,4.82E+14,48,2410796,3,3012,63,62,1,0,0,0,0,0,0,0,1,83,82,1,0,0,0,0,0,0,0,1,4.82E+14,574836,4.82E+14,3012,29.7286314,-95.2858808
1,9407,4.82E+14,48,2410796,3,3013,66,59,7,6,6,0,0,0,0,0,1,70,63,7,6,6,0,0,0,0,0,1,4.82E+14,760206,4.82E+14,3013,29.7279022,-95.2861653
1,9408,4.82E+14,48,2410796,3,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,511896,4.82E+14,3014,29.7274611,-95.2812044
1,9409,4.82E+14,48,2410796,3,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,149316,4.82E+14,3015,29.7281403,-95.2797875
1,9410,4.82E+14,48,2410796,3,3016,44,44,0,0,0,0,0,0,0,0,0,71,68,3,3,0,3,0,0,0,0,0,4.82E+14,142356,4.82E+14,3016,29.729309,-95.285616
1,9411,4.82E+14,48,2410796,3,3017,48,46,2,2,0,0,0,2,0,0,0,77,75,2,2,0,0,0,2,0,0,0,4.82E+14,824426,4.82E+14,3017,29.7287377,-95.2836473
1,9412,4.82E+14,48,2410796,4,4000,27,24,3,3,3,0,0,0,0,0,0,27,24,3,3,3,0,0,0,0,0,0,4.82E+14,184029,4.82E+14,4000,29.7334119,-95.2817481
1,9413,4.82E+14,48,2410796,4,4001,46,41,5,5,5,0,0,0,0,0,0,59,54,5,5,5,0,0,0,0,0,0,4.82E+14,102644,4.82E+14,4001,29.7340219,-95.2837316
1,9414,4.82E+14,48,2410796,4,4002,45,35,10,10,5,5,0,0,0,0,0,58,48,10,10,5,5,0,0,0,0,0,4.82E+14,660411,4.82E+14,4002,29.7346274,-95.285689
1,9415,4.82E+14,48,2410796,4,4003,45,45,0,0,0,0,0,0,0,0,0,62,58,4,4,0,3,0,1,0,0,0,4.82E+14,610636,4.82E+14,4003,29.7352345,-95.2876739
1,9416,4.82E+14,48,2410796,4,4004,100,92,8,8,6,0,0,0,0,2,0,144,134,10,10,6,2,0,0,0,2,0,4.82E+14,882045,4.82E+14,4004,29.7358445,-95.2896671
1,9417,4.82E+14,48,2410796,4,4005,32,30,2,2,2,0,0,0,0,0,0,43,38,5,5,5,0,0,0,0,0,0,4.82E+14,190818,4.82E+14,4005,29.7350984,-95.2899659
1,9418,4.82E+14,48,2410796,4,4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,742764,4.82E+14,4006,29.7328696,-95.2805656
1,9419,4.82E+14,48,2410796,4,4007,26,23,3,3,0,3,0,0,0,0,0,36,32,4,4,0,4,0,0,0,0,0,4.82E+14,305157,4.82E+14,4007,29.7321436,-95.2804317
1,9420,4.82E+14,48,2410796,4,4008,46,46,0,0,0,0,0,0,0,0,0,57,56,1,1,0,0,0,0,0,1,0,4.82E+14,285417,4.82E+14,4008,29.7326693,-95.28207
1,9421,4.82E+14,48,2410796,4,4009,55,53,2,2,2,0,0,0,0,0,0,72,69,3,2,2,0,0,0,0,0,1,4.82E+14,788942,4.82E+14,4009,29.7332761,-95.2840322
1,9422,4.82E+14,48,2410796,4,4010,58,57,1,1,0,0,0,1,0,0,0,80,77,3,3,0,2,0,1,0,0,0,4.82E+14,385749,4.82E+14,4010,29.7338794,-95.2859905
1,9423,4.82E+14,48,2410796,4,4011,59,54,5,5,2,3,0,0,0,0,0,85,80,5,5,2,3,0,0,0,0,0,4.82E+14,437540,4.82E+14,4011,29.7344888,-95.2879674
1,9424,4.82E+14,48,2410796,4,4012,85,82,3,3,1,1,0,1,0,0,0,113,110,3,3,1,1,0,1,0,0,0,4.82E+14,297968,4.82E+14,4012,29.7338115,-95.2882382
1,9425,4.82E+14,48,2410796,4,4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,546137,4.82E+14,4013,29.7344243,-95.2902305
1,9426,4.82E+14,48,2410796,4,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,145940,4.82E+14,4014,29.7337642,-95.2905048
1,9427,4.82E+14,48,2410796,4,4015,63,52,11,8,7,1,0,0,0,0,3,78,67,11,8,7,1,0,0,0,0,3,4.82E+14,570345,4.82E+14,4015,29.7319992,-95.2823422
1,9428,4.82E+14,48,2410796,4,4016,58,58,0,0,0,0,0,0,0,0,0,80,79,1,1,1,0,0,0,0,0,0,4.82E+14,203332,4.82E+14,4016,29.7325996,-95.2842975
1,9429,4.82E+14,48,2410796,4,4017,70,65,5,5,5,0,0,0,0,0,0,77,72,5,5,5,0,0,0,0,0,0,4.82E+14,192140,4.82E+14,4017,29.7332048,-95.2862683
1,9430,4.82E+14,48,2410796,4,4018,78,77,1,0,0,0,0,0,0,0,1,90,89,1,0,0,0,0,0,0,0,1,4.82E+14,712593,4.82E+14,4018,29.7325398,-95.2865258
1,9431,4.82E+14,48,2410796,4,4019,57,56,1,0,0,0,0,0,0,0,1,74,71,3,2,2,0,0,0,0,0,1,4.82E+14,455047,4.82E+14,4019,29.7331484,-95.2885138
1,9432,4.82E+14,48,2410796,4,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,345943,4.82E+14,4020,29.7326725,-95.2887006
1,9433,4.82E+14,48,2410796,4,4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,413406,4.82E+14,4021,29.7332848,-95.2907049
1,9434,4.82E+14,48,2410796,4,4022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,510309,4.82E+14,4022,29.7327156,-95.2907445
1,9435,4.82E+14,48,2410796,4,4023,9,9,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,4.82E+14,689078,4.82E+14,4023,29.7325881,-95.291551
1,9436,4.82E+14,48,2410796,4,4024,48,47,1,0,0,0,0,0,0,0,1,59,57,2,0,0,0,0,0,0,0,2,4.82E+14,113556,4.82E+14,4024,29.7320671,-95.2867226
1,9437,4.82E+14,48,2410796,4,4025,32,30,2,2,1,1,0,0,0,0,0,45,43,2,2,1,1,0,0,0,0,0,4.82E+14,909159,4.82E+14,4025,29.7314789,-95.2869565
1,9438,4.82E+14,48,2410796,4,4026,25,25,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,4.82E+14,560314,4.82E+14,4026,29.7320765,-95.2889368
1,9439,4.82E+14,48,2410796,4,4027,32,31,1,0,0,0,0,0,0,0,1,39,38,1,0,0,0,0,0,0,0,1,4.82E+14,873775,4.82E+14,4027,29.7314636,-95.2847559
1,9440,4.82E+14,48,2410796,4,4028,96,92,4,4,0,3,0,1,0,0,0,111,107,4,4,0,3,0,1,0,0,0,4.82E+14,525971,4.82E+14,4028,29.7319405,-95.2845692
1,9441,4.82E+14,48,2410796,4,4029,36,33,3,3,2,1,0,0,0,0,0,55,51,4,4,2,1,0,0,0,1,0,4.82E+14,199523,4.82E+14,4029,29.7311908,-95.2826653
1,9442,4.82E+14,48,2410796,4,4030,37,34,3,3,0,3,0,0,0,0,0,52,48,4,4,0,3,0,1,0,0,0,4.82E+14,674841,4.82E+14,4030,29.7308207,-95.2805939
1,9443,4.82E+14,48,2410796,4,4031,23,23,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,4.82E+14,365885,4.82E+14,4031,29.7314218,-95.2804698
1,9444,4.82E+14,48,2410796,4,4032,5,4,1,1,0,1,0,0,0,0,0,17,16,1,1,0,1,0,0,0,0,0,4.82E+14,437152,4.82E+14,4032,29.7303472,-95.2807771
1,9445,4.82E+14,48,2410796,4,4033,19,19,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,4.82E+14,574837,4.82E+14,4033,29.7296816,-95.281026
1,9446,4.82E+14,48,2410796,4,4034,25,24,1,1,0,1,0,0,0,0,0,33,32,1,1,0,1,0,0,0,0,0,4.82E+14,760207,4.82E+14,4034,29.7302939,-95.2830192
1,9447,4.82E+14,48,2410796,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,13620,4.82E+14,1000,29.7231861,-95.2893136
1,9448,4.82E+14,48,2410796,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,631983,4.82E+14,1001,29.7245436,-95.2934252
1,9449,4.82E+14,48,2410796,1,1002,87,75,12,12,12,0,0,0,0,0,0,127,114,13,12,12,0,0,0,0,0,1,4.82E+14,902543,4.82E+14,1002,29.7224993,-95.2947621
1,9450,4.82E+14,48,2410796,1,1003,47,46,1,1,1,0,0,0,0,0,0,61,60,1,1,1,0,0,0,0,0,0,4.82E+14,723135,4.82E+14,1003,29.7222247,-95.2926324
1,9451,4.82E+14,48,2410796,1,1004,19,16,3,3,3,0,0,0,0,0,0,33,30,3,3,3,0,0,0,0,0,0,4.82E+14,118709,4.82E+14,1004,29.7222047,-95.2896857
1,9452,4.82E+14,48,2410796,1,1005,36,36,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,4.82E+14,102761,4.82E+14,1005,29.7202086,-95.288107
1,9453,4.82E+14,48,2410796,1,1006,32,30,2,2,2,0,0,0,0,0,0,40,38,2,2,2,0,0,0,0,0,0,4.82E+14,56236,4.82E+14,1006,29.7207899,-95.2896563
1,9454,4.82E+14,48,2410796,1,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,803037,4.82E+14,1007,29.7193845,-95.2896048
1,9455,4.82E+14,48,2410796,1,1008,19,10,9,9,4,4,0,1,0,0,0,22,12,10,10,5,4,0,1,0,0,0,4.82E+14,409322,4.82E+14,1008,29.7200948,-95.2896375
1,9456,4.82E+14,48,2410796,1,1009,241,229,12,11,11,0,0,0,0,0,1,341,328,13,12,12,0,0,0,0,0,1,4.82E+14,305488,4.82E+14,1009,29.7214933,-95.2896596
1,9457,4.82E+14,48,2410796,1,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,24944,4.82E+14,1010,29.7229647,-95.2872066
1,9458,4.82E+14,48,2410796,1,1011,105,104,1,1,1,0,0,0,0,0,0,140,137,3,3,1,2,0,0,0,0,0,4.82E+14,855985,4.82E+14,1011,29.7214866,-95.2927055
1,9459,4.82E+14,48,2410796,1,1012,119,116,3,3,3,0,0,0,0,0,0,152,149,3,3,3,0,0,0,0,0,0,4.82E+14,628030,4.82E+14,1012,29.7207487,-95.2926546
1,9460,4.82E+14,48,2410796,1,1013,109,99,10,10,10,0,0,0,0,0,0,145,135,10,10,10,0,0,0,0,0,0,4.82E+14,69378,4.82E+14,1013,29.7200201,-95.2926131
1,9461,4.82E+14,48,2410796,1,1014,114,104,10,10,9,1,0,0,0,0,0,139,129,10,10,9,1,0,0,0,0,0,4.82E+14,207377,4.82E+14,1014,29.7192997,-95.292601
1,9462,4.82E+14,48,2410796,1,1015,101,97,4,4,4,0,0,0,0,0,0,126,119,7,7,7,0,0,0,0,0,0,4.82E+14,199663,4.82E+14,1015,29.718437,-95.2914333
1,9463,4.82E+14,48,2410796,1,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,136576,4.82E+14,1016,29.7177632,-95.2925127
1,9464,4.82E+14,48,2410796,1,1017,100,88,12,12,5,5,0,2,0,0,0,162,147,15,15,5,8,0,2,0,0,0,4.82E+14,598702,4.82E+14,1017,29.7166663,-95.2917777
1,9465,4.82E+14,48,2410796,1,1018,12,12,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,4.82E+14,390155,4.82E+14,1018,29.7161722,-95.2937276
1,9466,4.82E+14,48,2410796,1,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,348308,4.82E+14,1019,29.7153658,-95.292892
1,9467,4.82E+14,48,2410796,2,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,902544,4.82E+14,2000,29.7264425,-95.29711
1,9468,4.82E+14,48,2410796,2,2001,54,45,9,9,3,1,0,5,0,0,0,63,54,9,9,3,1,0,5,0,0,0,4.82E+14,133015,4.82E+14,2001,29.7239902,-95.2978624
1,9469,4.82E+14,48,2410796,2,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,583557,4.82E+14,2002,29.7241036,-95.2970794
1,9470,4.82E+14,48,2410796,2,2003,71,64,7,7,7,0,0,0,0,0,0,83,76,7,7,7,0,0,0,0,0,0,4.82E+14,817052,4.82E+14,2003,29.7235473,-95.2960523
1,9471,4.82E+14,48,2410796,2,2004,32,27,5,5,5,0,0,0,0,0,0,46,40,6,6,5,1,0,0,0,0,0,4.82E+14,428478,4.82E+14,2004,29.7222098,-95.2957013
1,9472,4.82E+14,48,2410796,2,2005,61,61,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,4.82E+14,731893,4.82E+14,2005,29.7214715,-95.2958904
1,9473,4.82E+14,48,2410796,2,2006,90,75,15,14,11,3,0,0,0,0,1,107,92,15,14,11,3,0,0,0,0,1,4.82E+14,387172,4.82E+14,2006,29.7218018,-95.2980122
1,9474,4.82E+14,48,2410796,2,2007,58,48,10,10,6,2,2,0,0,0,0,62,52,10,10,6,2,2,0,0,0,0,4.82E+14,574838,4.82E+14,2007,29.7193367,-95.2983272
1,9475,4.82E+14,48,2410796,2,2008,149,136,13,13,13,0,0,0,0,0,0,188,168,20,20,20,0,0,0,0,0,0,4.82E+14,60196,4.82E+14,2008,29.7199148,-95.2961058
1,9476,4.82E+14,48,2410796,2,2009,55,49,6,4,4,0,0,0,0,0,2,71,63,8,6,6,0,0,0,0,0,2,4.82E+14,440617,4.82E+14,2009,29.7206532,-95.2959944
1,9477,4.82E+14,48,2410796,2,2010,45,39,6,6,5,0,1,0,0,0,0,55,49,6,6,5,0,1,0,0,0,0,4.82E+14,396562,4.82E+14,2010,29.718079,-95.296432
1,9478,4.82E+14,48,2410796,2,2011,144,121,23,23,19,4,0,0,0,0,0,171,147,24,24,19,4,1,0,0,0,0,4.82E+14,92781,4.82E+14,2011,29.7192022,-95.2962493
1,9479,4.82E+14,48,2410796,2,2012,63,58,5,5,1,3,0,1,0,0,0,89,82,7,6,1,3,0,1,0,1,1,4.82E+14,405237,4.82E+14,2012,29.7155715,-95.2958689
1,9480,4.82E+14,48,2410796,2,2013,122,107,15,13,9,0,0,4,0,0,2,169,152,17,13,9,0,0,4,0,0,4,4.82E+14,674842,4.82E+14,2013,29.7153475,-95.297701
1,9481,4.82E+14,48,2410796,2,2014,290,250,40,39,14,19,0,3,0,3,1,426,377,49,46,14,26,0,3,0,3,3,4.82E+14,171786,4.82E+14,2014,29.7171599,-95.2979918
1,9482,4.82E+14,48,2410796,2,2015,59,47,12,10,9,1,0,0,0,0,2,77,64,13,11,10,1,0,0,0,0,2,4.82E+14,284285,4.82E+14,2015,29.7143737,-95.2986108
1,9483,4.82E+14,48,2410796,2,2016,61,56,5,2,2,0,0,0,0,0,3,81,73,8,4,2,1,0,0,0,1,4,4.82E+14,372329,4.82E+14,2016,29.7133993,-95.2989315
1,9484,4.82E+14,48,2410796,2,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E+14,325108,4.82E+14,2017,29.7137349,-95.2957269
